bid,shelfmark,all_shelfmarks,title,responsibility,place,date,year,lang,possessor_field_Eco
BVEE070642,ECO.01.1004,ECO.01.1004,"T. Burnetii Telluris theoria sacra, originem & mutationes generales orbis nostri, quas aut olim subiturus est, complectens. Accedunt Archaelogiae phil",,Amstelaedami,1694,1694,lat,yes
BVEE086047,ECO.01.0555/2,ECO.01.0555/2,"De l'universalité de la langue française. Sujet proposé par l'académie de Berlin, en 1785. Par A C. de Rivarol",,A Paris,an cinquiéme de la r,1797,fre,
BVEE051797,ECO.01.0065,ECO.01.0065,L'oceano imboschito in cui  patì funesto naufraggio Emanuel Sosa cavalier portoghese. Dedicato al merito del carissimo amico il signor Antonio Pomerij,,In Parma,1692,1692,ita,yes
LO10911111,ECO.01.0550,ECO.01.0550,The verbalist,by Alfred Ayres,New York,1884,1884,eng,yes
LO11077760,ECO.01.1050,ECO.01.1050,La vera canzona di Beppino,,New York,[dopo il 1904],1904,ita,yes
RMR0314087,ECO.02.0006,ECO.02.0006,Ulysses,by James Joyce,Paris,1924,1924,eng,yes
LO11073821,ECO.02.0035,ECO.02.0035,Catalogue du salon de la Rose-Croix,[Sar Peladan],Paris,1892,1892,fre,yes
BVE0158451,ECO.01.0211,ECO.01.0211,Bibliographical notes on histories of inventions and books of secrets,by John Ferguson,London,stampa 1981,1981,eng,yes
LO10730791,ECO.02.0113,ECO.02.0113,Le diable au 19. siecle ou les mysteres du spiritisme,par le Docteur Bataille,Paris,,    ,fre,
LO10730792,ECO.02.0113,ECO.02.0113,1,,Paris,[1894?],1894,fre,yes
LO10730793,ECO.02.0113,ECO.02.0113,2,,Paris,[1894?!,1894,fre,yes
BVEE006917,ECO.01.0870,ECO.01.0870,"De conseruanda bona valetudine, opusculum Scholæ Salernitanæ, ad regem Angliæ, cum Arnoldi Nouicomensis, ... enarrationibus vtilissimis, nouissime rec",,Venetiis,1573,1573,lat,
RMS0083652,ECO.01.1001,ECO.01.1001,[1],,Paris,1878,1878,fre,yes
RMS0083653,ECO.01.1001,ECO.01.1001,Planches,,Paris,1878,1878,fre,yes
UBO2605658,ECO.01.0254/09,ECO.01.0254/09,La nave dei folli: quattro edizioni a confronto,,[S.l.,2004?],2004,ita,yes
RMRE000045,ECO.01.0635,ECO.01.0635,"Lettre sur les sourds et muets, a l'usage de ceux qui entendent & qui parlent. Adressee a M**, .",,,1751,1751,fre,yes
BVEE013819,ECO.01.0679,ECO.01.0679,"D. Andreae Alciati ... De verborum significatione libri quatuor. Eiusdem, in tractatum eius argumenti ueterum iureconsultorum, commentaria",,Lugduni,1530,1530,lat,yes
BVEE014187,ECO.01.0885,ECO.01.0885,"C. Iulii Solini Polyhistor, rerum toto orbe memorabilium thesaurus locupletisssimus. Huic ob argumenti similitudinem Pomponii Melae De situ orbis libr",,Basileae,1543,1543,lat,yes
BVEE017080,ECO.01.0231,ECO.01.0231,"Dialogo dell'imprese militari et amorose di monsignor Giouio vescouo di Nocera; con vn ragionamento di messer Lodouico Domenichi, nel medesimo soggett",,In Lione,1559,1559,ita,yes
BVEE017264,ECO.03.0059,ECO.03.0059,"Cosmographiae uniuersalis lib. 6. in quibus iuxta certioris fidei scriptorum traditionem describuntur, omnium habitabilis orbis partium situs, propria",,,,1554,lat,yes
BVEE017637,ECO.03.0076,ECO.03.0076,"Isolario di Benedetto Bordone nel qual si ragiona di tutte l'isole del mondo, con li lor nomi antichi & moderni, historie, fauole, & modi del loro viu",,,1534,1534,ita,
NAP0567517,ECO.01.1053,ECO.01.1053,Mercurio historico y politico,,En Madrid,1738-1783,1738,spa,yes
LO10711556,ECO.02.0124,ECO.02.0124,I misteri della frammassoneria,svelati da Leo Taxil,Genova,1888,1888,ita,yes
BVEE012273,ECO.01.0882,ECO.01.0882,"Nicetae Acominati Choniatae, ... 86. annorum historia, uidelicet ab anno restitutae salutis circiter 1117., in quo Zonaras desinit, usque ad annum 120",,Basileae,idibus Augusti [13 V,1557,grc,yes
RMRE001856,ECO.01.0692,ECO.01.0692,Biblioteca degli scrittori sopra la memoria artificiale compilata da Francesco Cancellieri,,[18--],,1815,ita,yes
BVEE012354,ECO.01.0088,ECO.01.0088,Macrobii Aurelii Theodosii viri consularis In Somnium Scipionis libri duo: et septem eiusdem Saturnaliorum,,\Colonia!,1526,1526,lat,yes
BVEE015355,ECO.01.0057,ECO.01.0057,"De naturae diuinis characterismis; seu raris & admirabilis spectaculis, causis, indiciiis, proprietatibus rerum in partibus singulis vniuersi, libri 2",,Antuerpiae,1575,1575,lat,
BVEE015612,ECO.01.0680,ECO.01.0680,Gregorius de Arimino in primo \-secundo! sententiarum nuperrime impressus. Et quam diligentissime sue integritati restitutus. Per venerabilem sacre th,,,,1518,lat,yes
BVEE075796,ECO.01.0594,ECO.01.0594,"Histoire critique du texte du Nouveau Testament, où l'on établit la verité des actes sur lesquels la religion chrêtienne est fondée. Par Richard Simon",,A Rotterdam,1689-1693,1689,fre,
BVEE075797,ECO.01.0594,ECO.01.0594,1,,,1689,1689,fre,yes
BVEE075799,ECO.01.0594,ECO.01.0594,"3: Histoire critique des principaux commentateurs du Nouveau Testament, depuis le commencement du Christianisme jusques à nôtre tems: avec une Dissert",,A Rotterdam,1693,1693,fre,yes
BVEE075798,ECO.01.0594,ECO.01.0594,"2: Histoire critique des versions du Nouveau Testament, où l'on fait connoître quel a été l'usage de la lecture des livres sacrés dans les principales",,A Rotterdam,1690,1690,fre,yes
MIL0913859,ECO.04.0054,ECO.04.0054,A passo di gambero,Umberto Eco,Milano,2016,2016,ita,
SBL0028145,ECO.04.0018,ECO.04.0018,Storia figurata delle invenzioni dalla selce scheggiata al volo spaziale,a cura di Umberto Eco e G. B. Zorzoli,Milano,1961,1961,ita,
BVEE035257,ECO.01.0743/2,ECO.01.0743/2,"Artis memoriae, seu potiùs reminiscentiae, pars secunda: qua ea, quae hactenus de memoria, tam naturali iuuanda, qum artificiosa acquirenda, à doctiss",,Francofurti,1604,1604,lat,
BVEE035277,ECO.01.0457,ECO.01.0457,Mundus alter et idem. Sive Terra Australis antehac semper incognita; longis itineribus peregrini Academici nuperrimè lustrata. Authore Mercurio Britan,,Vltraiecti,1643,1643,lat,yes
BVEE035397,ECO.02.0153,ECO.02.0153,2: Il Corriero sualigiato publicato da Ginifaccio Spironcini ...,,In Villafranca [i.e. Amsterdam],1671,1671,ita,yes
BVEE038567,ECO.01.0203,ECO.01.0203,"Mundus symbolicus, in emblematum universitate formatus, explicatus, et tam sacris, quàm profanis eruditionibus ac sententiis illustratus: ... idiomate",,Coloniae Agrippinae,1694,1694,lat,
RMS2665499,ECO.02.0108,ECO.02.0108,"Index of words, names and subjects in the Heavenly Arcana to which is added on Index to the scripture passages",from the latin of Emanuel Swedenborg,London,1909,1909,eng,yes
BVEE043634,ECO.01.0925,ECO.01.0925,"Francisci Vallesii, De sacra philosophia, siue de iis, quae in libris sacris physicè scripta sunt, liber singularis; cui subiunguntur duo alij, nempe ",,Lugduni,1652,1652,lat,yes
RMSE076164,ECO.01.0767,ECO.01.0767,"Artis kabbalisticae, siue sapientiae diuinae academia; in nouem classes amicissima cum breuitate, tum claritate digesta ...",,Parisiis,1621,1621,lat,yes
BVEE038419,ECO.01.0135,ECO.01.0135,"De' simboli trasportati al morale dal padre Daniello Bartoli della Compagnia di Giesù. Libro primo, e secondo",,In Bologna,[1676?],1676,ita,yes
BVEE042126,ECO.01.0776,ECO.01.0776,"\3!: Clauis generalis triplex in libros steganographicos Iohannis Trithemii abbatis Spanheimensis: ab ipso authore conscripta, et amatoribus huius art",,Darmbstadii,1608,1608,lat,yes
BVEE043360,ECO.01.0575,ECO.01.0575,"Praeadamitae. Sive Exercitatio super versibus duodecim, decimotertio, & decimoquarto, capitis quinti Epistolae D. Pauli ad Romanos. Quibus inducuntur ",,,1655,1655,lat,yes
MIL0913916,ECO.04.0045,ECO.04.0045,Tra menzogna e ironia,Umberto Eco,Milano,2016,2016,ita,
BVE0223041,ECO.01.0185,ECO.01.0185,Sciences secrètes,[A. Ladrague],[Paris: Gutenberg reprint,1980],1980,fre,yes
LO10788447,ECO.01.0218,ECO.01.0218,Histoire des sciences mathematiques en Italie,par Guillaume Libri,Halle,,1865,fre,
LO10788450,ECO.01.0218,ECO.01.0218,3,Guillaume Libri,Halle,1865,1865,fre,yes
LO10788451,ECO.01.0218,ECO.01.0218,4,Guillaume Libri,Halle,1865,1865,fre,yes
LO10788448,ECO.01.0218,ECO.01.0218,1/ Guillaume Libri,,Halle,1865,1865,fre,yes
LO10788449,ECO.01.0218,ECO.01.0218,2,Guillaume Libri,Halle,1865,1865,fre,
CAG0603549,ECO.02.0099,ECO.02.0099,1,par Hoene  Wronski,Paris,1847,1847,fre,yes
UBO4329914,ECO.02.0060,ECO.02.0060,Mission des ouvriers,Saint-Yves d'Alveydre,Paris,1884,1884,fre,yes
BVEE022549,ECO.01.0651,ECO.01.0651,Iulij Cæsaris Vanini Neapolitani ... De admirandis naturæ reginæ deæque mortalium arcanis. Libri quatuor,,Lutetiæ,1616,1616,lat,yes
BVEE022575,ECO.01.0282,ECO.01.0282,"Athanasii Kircheri ... Magnes siue De arte magnetica opus tripartitum, quo praeterquam quod vniuersa magnetis natura, eiusque in omnibus artibus & sci",,Coloniae Agrippinae,1643,1643,lat,yes
BVEE022943,ECO.01.0947/02,ECO.01.0947/02,"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia & operationibu",,Ursellis,1602,1602,lat,yes
UBO3264660,ECO.01.0482/24,ECO.01.0482/24,Civilta del circo,Piero Piani,Bologna,2007,2007,ita,yes
BVEE041445,ECO.01.0151,ECO.01.0151,"Electorum symbolorum et parabolarum historicarum syntagmata. Ex Horo, Clemente, Epiphanio & aliis cum notis & obseruationibus. Auctore P. Nicolao Caus",,Parisiis,1618,1618,lat,
RAV0159332,ECO.04.0027,ECO.04.0027,Il Superuomo di massa,Umberto Eco,\s.l.!,\1976!,1976,ita,
CNCE010659,ECO.01.0236,ECO.01.0236,Lo illustre poeta Ceco Dascoli con commento nouamente trouato & nobilmente historiato reuisto & emendato: & da molte incorretioni extirpato: & dal ant,,,,1535,ita,yes
TO01225794,ECO.02.0025,ECO.02.0025,Dialogue aux enfers entre Machiavel et Montesquieu,par un contemporain,Bruxelles,1864,1864,fre,yes
RAV0300207,ECO.01.1068,ECO.01.1068,"Comment on nous vole, comment on nous tue",Eugene Villiod,Paris,1905,1905,fre,yes
CFIE003761,ECO.01.0998,ECO.01.0998,2,,,,1716,fre,yes
CFIE008901,ECO.01.0565/3,ECO.01.0565/3,Novus Prometheus Præadamitarum plastes ad Caucasum relegatus & religatus schediasma Iohannis Henrici Ursini ...,,Francofurti,1656,1656,lat,yes
CFIE009636,ECO.03.0072/01,ECO.03.0072/01,"Philosophiæ magnæ Aureoli Philippi Theophrasti Paracelsi, Heluetij, ab Hohenhaim, philosophorum atque medicorum omnium facilè principis, collectanea q",,Basileæ,,1569,lat,yes
CFIE013350,ECO.01.0315,ECO.01.0315,Mythologiae christianae sive Virtutum & vitiorum vitae humanae imaginum. Libri tres,[Ioh. Valentinus Andreae],Argentorati,[1619],1619,lat,yes
CFIE021825,ECO.01.0940,ECO.01.0940,"Henrici Cor. Agrippae ab Nettesheym De occulta philosophia libri 3. Quibus accesserunt, spurius Agrippae liber de ceremonijs magicis. Heptameron Petri",,Parisiis,1567,1567,lat,yes
CFIE023588,ECO.01.0611,ECO.01.0611,1,,,,1710,fre,yes
